Level,Date,Time,EventID,TaskCategory,Info
Information, 5/20/2014, 3:12:12 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 3:12:01 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 3:12:00 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 3:07:09 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 3:01:38 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 2:54:39 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 2:49:15 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/20/2014, 2:49:05 PM, 7036, None, The Office 64 Source Engine service entered the stopped state.
Information, 5/20/2014, 2:37:18 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 2:32:49 PM, 7036, None, The Google Update Service (gupdate) service entered the stopped state.
Information, 5/20/2014, 2:32:45 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/20/2014, 2:32:45 PM, 7036, None, The Google Update Service (gupdate) service entered the running state.
Information, 5/20/2014, 2:28:20 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/20/2014, 2:27:18 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 2:21:07 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 2:15:04 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 2:14:01 PM, 7040, None, The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information, 5/20/2014, 2:12:01 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 2:12:00 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 2:11:50 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/20/2014, 2:09:40 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 2:07:49 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 2:06:10 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 2:04:36 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/20/2014, 2:00:54 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 1:58:05 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 1:57:05 PM, 7036, None, The Windows Installer service entered the stopped state.
Information, 5/20/2014, 1:51:32 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 1:51:16 PM, 7036, None, The Windows Modules Installer service entered the stopped state.
Information, 5/20/2014, 1:51:16 PM, 7040, None, The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information, 5/20/2014, 1:51:15 PM, 7040, None, The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information, 5/20/2014, 1:48:05 PM, 7036, None, The Office 64 Source Engine service entered the running state.
Information, 5/20/2014, 1:47:10 PM, 7036, None, The Google Update Service (gupdate) service entered the stopped state.
Information, 5/20/2014, 1:46:41 PM, 7036, None, The Windows Installer service entered the running state.
Information, 5/20/2014, 1:46:36 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/20/2014, 1:46:36 PM, 7036, None, The Google Update Service (gupdate) service entered the running state.
Information, 5/20/2014, 1:46:26 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 1:43:12 PM, 7036, None, The Office Software Protection Platform service entered the running state.
Information, 5/20/2014, 1:42:11 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/20/2014, 1:41:36 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 1:41:20 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T18:24:23.744624300Z
Information, 5/20/2014, 1:41:19 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/20/2014, 1:41:16 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/20/2014, 1:41:16 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/20/2014, 1:41:16 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 1:41:15 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 1:41:15 PM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T18:41:15.500000000Z from ‎2014‎-‎05‎-‎20T18:24:36.097330800Z.
Information, 5/20/2014, 1:14:57 PM, 19, Windows, Update Agent Installation Successful: Windows successfully installed the following update: Definition Update for Microsoft Security Essentials - KB2310138 (Definition 1.173.2504.0)
Information, 5/20/2014, 1:14:33 PM, 7036, None, The Windows Modules Installer service entered the running state.
Information, 5/20/2014, 1:14:26 PM, 2000, None, Current Signature Version: 1.173.2504.0
Information, 5/20/2014, 1:14:26 PM, 2000, None, Current Signature Version: 1.173.2504.0
Information, 5/20/2014, 1:13:41 PM, 7040, None, The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information, 5/20/2014, 1:13:36 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 1:13:31 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/20/2014, 1:12:01 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 1:12:00 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 1:10:26 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 1:08:40 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 1:03:39 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 1:03:37 PM, 7036, None, The DNS Client service entered the running state.
Information, 5/20/2014, 1:03:37 PM, 7036, None, The DNS Client service entered the stopped state.
Information, 5/20/2014, 1:03:36 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T17:21:42.428852000Z
Information, 5/20/2014, 1:03:34 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/20/2014, 1:03:32 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/20/2014, 1:03:32 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/20/2014, 1:03:31 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 1:03:31 PM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T18:03:31.500000000Z from ‎2014‎-‎05‎-‎20T17:21:44.569974500Z.
Information, 5/20/2014, 12:17:20 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 12:12:01 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 12:12:00 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 12:00:42 PM, 6013, None, The system uptime is 26058 seconds.
Warning, 5/20/2014, 11:44:51 AM, 1014, None, Name resolution for the name en.wikipedia.org timed out after none of the configured DNS servers responded.
Information, 5/20/2014, 11:12:01 AM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 11:12:00 AM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 11:10:42 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 11:10:13 AM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 11:00:13 AM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 11:00:13 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 10:53:22 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 10:48:06 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 10:29:52 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 10:19:52 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 10:17:49 AM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 10:12:01 AM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 10:12:00 AM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 10:10:46 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 10:04:03 AM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 10:03:19 AM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 10:00:44 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 9:59:16 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 9:53:16 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 9:51:10 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 9:45:54 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 9:44:57 AM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 9:36:11 AM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 9:29:43 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 9:26:11 AM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 9:22:02 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 9:18:18 AM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/20/2014, 9:13:52 AM, 7036, None, The Windows Modules Installer service entered the stopped state.
Information, 5/20/2014, 9:13:52 AM, 7040, None, The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information, 5/20/2014, 9:13:52 AM, 7040, None, The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information, 5/20/2014, 9:12:01 AM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 9:12:00 AM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 9:08:12 AM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 9:03:11 AM, 7036, None, The Windows Modules Installer service entered the running state.
Information, 5/20/2014, 9:02:56 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 8:53:04 AM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T13:52:54.059187000Z
Information, 5/20/2014, 8:53:03 AM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/20/2014, 8:53:01 AM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/20/2014, 8:53:01 AM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/20/2014, 8:53:00 AM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T13:53:00.500000000Z from ‎2014‎-‎05‎-‎20T13:52:57.038792300Z.
Information, 5/20/2014, 8:51:35 AM, 7036, None, The Application Experience service entered the running state.
Information, 5/20/2014, 8:50:46 AM, 7036, None, The Google Update Service (gupdate) service entered the stopped state.
Information, 5/20/2014, 8:50:43 AM, 7036, None, The Google Update Service (gupdate) service entered the running state.
Information, 5/20/2014, 8:49:48 AM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 8:49:47 AM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/20/2014, 8:49:46 AM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T05:59:58.003975900Z
Information, 5/20/2014, 8:49:46 AM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 8:49:46 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 8:49:44 AM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/20/2014, 8:49:44 AM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/20/2014, 8:49:44 AM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/20/2014, 8:49:44 AM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/20/2014, 8:49:44 AM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/20/2014, 8:49:44 AM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/20/2014, 8:49:40 AM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T13:49:40.500000000Z from ‎2014‎-‎05‎-‎20T06:00:09.535635500Z.
Information, 5/20/2014, 8:49:44 AM, 8033, None, The browser has forced an election on network \Device\NetBT_Tcpip_{DF8FF65E-C37A-4A7B-8D57-C26916DA418A} because a master browser was stopped.
Information, 5/20/2014, 12:50:45 AM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/20/2014, 12:41:09 AM, 7036, None, The Diagnostic System Host service entered the stopped state.
Warning, 5/20/2014, 12:34:37 AM, 1014, None, Name resolution for the name wpad.uccnac246.loc timed out after none of the configured DNS servers responded.
Information, 5/20/2014, 12:32:46 AM, 7036, None, The Windows Modules Installer service entered the stopped state.
Information, 5/20/2014, 12:32:46 AM, 7040, None, The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information, 5/20/2014, 12:32:45 AM, 7040, None, The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information, 5/20/2014, 12:31:10 AM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/20/2014, 12:27:57 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 12:22:39 AM, 7036, None, The Windows Modules Installer service entered the running state.
Information, 5/20/2014, 12:22:22 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 12:21:43 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 12:16:42 AM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/20/2014, 12:16:15 AM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/20/2014, 12:16:15 AM, 7036, None, The Diagnostic System Host service entered the running state.
Information, 5/20/2014, 12:12:41 AM, 7036, None, The Windows Installer service entered the stopped state.
Information, 5/20/2014, 12:12:02 AM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/20/2014, 12:12:01 AM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/20/2014, 12:08:58 AM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the stopped state.
Information, 5/20/2014, 12:05:58 AM, 7036, None, The Volume Shadow Copy service entered the stopped state.
Information, 5/20/2014, 12:05:11 AM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/20/2014, 12:00:23 AM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the running state.
Information, 5/20/2014, 12:00:23 AM, 7036, None, The Volume Shadow Copy service entered the running state.
Information, 5/20/2014, 12:00:14 AM, 7036, None, The Windows Installer service entered the running state.
Information, 5/19/2014, 11:57:46 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 11:57:45 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/19/2014, 11:55:12 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/19/2014, 11:53:30 PM, 7036, None, The Windows Installer service entered the stopped state.
Information, 5/19/2014, 11:49:39 PM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the stopped state.
Information, 5/19/2014, 11:46:39 PM, 7036, None, The Volume Shadow Copy service entered the stopped state.
Information, 5/19/2014, 11:46:22 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 11:45:29 PM, 7036, None, The Windows Error Reporting Service service entered the stopped state.
Information, 5/19/2014, 11:43:30 PM, 7036, None, The Secondary Logon service entered the running state.
Information, 5/19/2014, 11:43:29 PM, 7036, None, The Windows Error Reporting Service service entered the running state.
Information, 5/19/2014, 11:42:36 PM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the running state.
Information, 5/19/2014, 11:42:36 PM, 7036, None, The Volume Shadow Copy service entered the running state.
Information, 5/19/2014, 11:42:36 PM, 7036, None, The Windows Installer service entered the running state.
Information, 5/19/2014, 11:39:28 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 11:37:01 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 11:31:23 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 11:31:06 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 11:30:41 PM, 7036, None, The Software Protection service entered the stopped state.
Information, 5/19/2014, 11:25:51 PM, 7036, None, The Windows Installer service entered the stopped state.
Information, 5/19/2014, 11:23:49 PM, 7036, None, The Software Protection service entered the running state.
Information, 5/19/2014, 11:22:22 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 11:21:47 PM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the stopped state.
Information, 5/19/2014, 11:19:50 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 11:18:47 PM, 7036, None, The Volume Shadow Copy service entered the stopped state.
Information, 5/19/2014, 11:14:36 PM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the running state.
Information, 5/19/2014, 11:14:36 PM, 7036, None, The Volume Shadow Copy service entered the running state.
Information, 5/19/2014, 11:14:28 PM, 7036, None, The Windows Installer service entered the running state.
Information, 5/19/2014, 11:12:42 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/19/2014, 11:12:01 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/19/2014, 11:12:00 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/19/2014, 11:11:29 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/19/2014, 11:11:25 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 11:11:15 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/19/2014, 11:11:14 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/19/2014, 11:11:14 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T02:49:12.664115700Z
Information, 5/19/2014, 11:11:14 PM, 7036, None, The DNS Client service entered the running state.
Information, 5/19/2014, 11:11:14 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/19/2014, 11:11:14 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/19/2014, 11:11:14 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/19/2014, 11:11:14 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/19/2014, 11:11:14 PM, 7036, None, The DNS Client service entered the stopped state.
Information, 5/19/2014, 11:11:14 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/19/2014, 11:11:14 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/19/2014, 11:11:09 PM, 7040, None, The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information, 5/19/2014, 11:11:09 PM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T04:11:09.500000000Z from ‎2014‎-‎05‎-‎20T02:49:15.664287300Z.
Information, 5/19/2014, 11:11:09 PM, 8033, None, The browser has forced an election on network \Device\NetBT_Tcpip_{DF8FF65E-C37A-4A7B-8D57-C26916DA418A} because a master browser was stopped.
Information, 5/19/2014, 9:39:09 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 9:34:37 PM, 7036, None, The Google Update Service (gupdate) service entered the stopped state.
Information, 5/19/2014, 9:34:35 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/19/2014, 9:34:35 PM, 7036, None, The Google Update Service (gupdate) service entered the running state.
Information, 5/19/2014, 9:34:08 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Warning, 5/19/2014, 9:34:07 PM, 1014, None, Name resolution for the name wpad.uccnac246.loc timed out after none of the configured DNS servers responded.
Information, 5/19/2014, 9:34:06 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T02:27:57.664716500Z
Information, 5/19/2014, 9:34:01 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/19/2014, 9:34:01 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/19/2014, 9:34:01 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/19/2014, 9:34:01 PM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T02:34:01.500000000Z from ‎2014‎-‎05‎-‎20T02:27:59.448818500Z.
Information, 5/19/2014, 9:34:01 PM, 8033, None, The browser has forced an election on network \Device\NetBT_Tcpip_{DF8FF65E-C37A-4A7B-8D57-C26916DA418A} because a master browser was stopped.
Information, 5/19/2014, 9:22:28 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/19/2014, 9:17:26 PM, 7036, None, The Software Protection service entered the stopped state.
Information, 5/19/2014, 9:17:26 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 9:15:48 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information, 5/19/2014, 9:12:19 PM, 7036, None, The Software Protection service entered the running state.
Information, 5/19/2014, 9:12:10 PM, 7040, None, The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information, 5/19/2014, 9:12:01 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/19/2014, 9:12:00 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/19/2014, 9:07:12 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 9:05:15 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 9:00:56 PM, 14206, None, Media server 'SGZ-USH419A0A8: Kevin Gleason:' was successfully initialized and is sharing media with network media devices.
Information, 5/19/2014, 9:00:55 PM, 7036, None, The UPnP Device Host service entered the running state.
Information, 5/19/2014, 9:00:55 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/19/2014, 9:00:50 PM, 7040, None, The start type of the Windows Media Player Network Sharing Service service was changed from demand start to auto start.
Information, 5/19/2014, 9:00:47 PM, 7036, None, The Computer Browser service entered the running state.
Information, 5/19/2014, 9:00:46 PM, 7036, None, The Peer Networking Grouping service entered the running state.
Information, 5/19/2014, 9:00:46 PM, 7036, None, The Peer Name Resolution Protocol service entered the running state.
Information, 5/19/2014, 9:00:45 PM, 7036, None, The Peer Networking Identity Manager service entered the running state.
Information, 5/19/2014, 9:00:45 PM, 7036, None, The HomeGroup Listener service entered the running state.
Information, 5/19/2014, 9:00:25 PM, 7036, None, The Computer Browser service entered the stopped state.
Information, 5/19/2014, 9:00:19 PM, 7036, None, The Computer Browser service entered the running state.
Information, 5/19/2014, 9:00:18 PM, 7036, None, The HomeGroup Provider service entered the running state.
Information, 5/19/2014, 9:00:18 PM, 7036, None, The Function Discovery Provider Host service entered the running state.
Information, 5/19/2014, 9:00:14 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 9:00:12 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎20T01:53:57.671097900Z
Warning, 5/19/2014, 9:00:12 PM, 1014, None, Name resolution for the name wpad.uccnac246.loc timed out after none of the configured DNS servers responded.
Information, 5/19/2014, 9:00:08 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/19/2014, 9:00:08 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/19/2014, 9:00:08 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/19/2014, 9:00:08 PM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T02:00:08.500000000Z from ‎2014‎-‎05‎-‎20T01:53:59.511901200Z.
Information, 5/19/2014, 8:42:48 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Warning, 5/19/2014, 8:39:58 PM, 1014, None, Name resolution for the name talk.google.com timed out after none of the configured DNS servers responded.
Warning, 5/19/2014, 8:39:07 PM, 1014, None, Name resolution for the name teredo.ipv6.microsoft.com timed out after none of the configured DNS servers responded.
Information, 5/19/2014, 8:38:54 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/19/2014, 8:37:47 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 8:33:16 PM, 7036, None, The Google Update Service (gupdate) service entered the stopped state.
Information, 5/19/2014, 8:32:58 PM, 7036, None, The Google Update Service (gupdate) service entered the running state.
Information, 5/19/2014, 8:32:14 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/19/2014, 8:32:14 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎19T20:45:59.494647700Z
Information, 5/19/2014, 8:32:13 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/19/2014, 8:32:10 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/19/2014, 8:32:10 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Information, 5/19/2014, 8:32:09 PM, 7036, None, The DNS Client service entered the running state.
Information, 5/19/2014, 8:32:09 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/19/2014, 8:32:09 PM, 7036, None, The DNS Client service entered the stopped state.
Information, 5/19/2014, 8:32:09 PM, 1, None, The system time has changed to ‎2014‎-‎05‎-‎20T01:32:09.500000000Z from ‎2014‎-‎05‎-‎19T20:46:01.257450800Z.
Information, 5/19/2014, 3:39:46 PM, 7036, None, The Application Experience service entered the stopped state.
Information, 5/19/2014, 3:34:38 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/19/2014, 3:29:01 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/19/2014, 3:28:38 PM, 7036, None, The Computer Browser service entered the stopped state.
Information, 5/19/2014, 3:28:35 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/19/2014, 3:28:33 PM, 7036, None, The Adobe Flash Player Update Service service entered the stopped state.
Information, 5/19/2014, 3:28:32 PM, 1, None, Sleep Time: ‎2014‎-‎05‎-‎19T19:05:57.673713800Z
Information, 5/19/2014, 3:28:32 PM, 7036, None, The Computer Browser service entered the running state.
Information, 5/19/2014, 3:28:32 PM, 7036, None, The Adobe Flash Player Update Service service entered the running state.
Information, 5/19/2014, 3:28:31 PM, 7036, None, The DNS Client service entered the running state.
Information, 5/19/2014, 3:28:31 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/19/2014, 3:28:31 PM, 7036, None, The DNS Client service entered the stopped state.
Information, 5/19/2014, 3:28:31 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
